,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2019-11-25 18:00:00,,7213.12,7273.49,7170.0,7192.7,4065.954282,1574711999999.0,29392343.9705975,27267.0,1953.392297,14120389.73765641,0.0
2019-11-25 20:00:00,,7192.87,7241.44,7119.0,7192.74,4842.037581,1574719199999.0,34705635.68352204,32420.0,2577.096625,18471884.0666077,0.0
2019-11-25 22:00:00,,7192.7,7223.34,7090.17,7109.57,3466.314216,1574726399999.0,24803978.16038794,31053.0,1854.05613,13265775.62670182,0.0
2019-11-26 00:00:00,,7109.99,7183.82,7051.0,7164.96,4943.223382,1574733599999.0,35229654.92532654,36680.0,2624.456904,18709478.54396456,0.0
2019-11-26 02:00:00,,7164.85,7245.88,7118.0,7245.85,4170.797119,1574740799999.0,29914728.88820206,31216.0,2085.67104,14965260.00154746,0.0
2019-11-26 04:00:00,,7245.83,7297.87,7181.09,7247.49,4692.464281,1574747999999.0,33937469.24406063,33777.0,2390.428625,17286397.19725424,0.0
2019-11-26 06:00:00,,7247.49,7340.0,7126.0,7176.35,9400.794202,1574755199999.0,67921249.84098288,50527.0,4469.439797,32296037.08304836,0.0
2019-11-26 08:00:00,,7176.32,7270.0,7126.53,7161.1,6064.650277,1574762399999.0,43561532.36213505,38531.0,3085.657952,22169007.72639748,0.0
2019-11-26 10:00:00,,7160.99,7205.0,7021.64,7170.52,7927.616276,1574769599999.0,56438378.90206614,44768.0,4086.351566,29109503.8380085,0.0
2019-11-26 12:00:00,,7170.41,7220.0,7031.0,7055.27,7001.835837,1574776799999.0,49811054.80968392,46436.0,3500.622366,24927691.88526457,0.0
2019-11-26 14:00:00,,7055.63,7112.79,7017.48,7095.34,5425.826986,1574783999999.0,38402511.08364221,39983.0,2879.421328,20386570.0802475,0.0
2019-11-26 16:00:00,,7097.48,7149.25,7058.81,7078.48,6042.215997,1574791199999.0,42899757.20176331,37329.0,2876.750448,20424264.05510525,0.0
2019-11-26 18:00:00,,7078.34,7130.0,7030.94,7076.69,3425.550839,1574798399999.0,24251679.06746997,26523.0,1769.084875,12527191.01683817,0.0
2019-11-26 20:00:00,,7076.96,7158.0,7064.0,7106.95,3321.256058,1574805599999.0,23618978.81863433,24509.0,1753.929767,12473259.21139186,0.0
2019-11-26 22:00:00,,7108.01,7178.71,7075.0,7156.14,3306.166436,1574812799999.0,23615481.76871381,23654.0,1779.535273,12710558.48206569,0.0
2019-11-27 00:00:00,,7154.75,7177.76,7118.94,7148.12,2458.212506,1574819999999.0,17570704.38914743,22040.0,1406.831277,10056320.20845227,0.0
2019-11-27 02:00:00,,7148.46,7158.23,7044.0,7071.27,3491.590174,1574827199999.0,24810176.28378017,31026.0,1711.989269,12170376.80879821,0.0
2019-11-27 04:00:00,,7071.66,7096.28,7034.0,7062.97,3716.284365,1574834399999.0,26241375.93596048,30297.0,1925.659792,13598731.70642827,0.0
2019-11-27 06:00:00,,7062.96,7120.6,7044.49,7069.4,3267.081395,1574841599999.0,23126547.4525027,28238.0,1637.591094,11591366.69534014,0.0
2019-11-27 08:00:00,,7069.4,7089.53,6840.0,6887.59,11112.079605,1574848799999.0,77042383.86306565,63871.0,4997.292375,34645970.34397708,0.0
2019-11-27 10:00:00,,6886.51,7168.76,6845.98,7147.74,11326.973956,1574855999999.0,79268878.28168094,63161.0,5873.660301,41135558.87914672,0.0
2019-11-27 12:00:00,,7147.85,7366.0,7118.0,7255.16,12305.8319,1574863199999.0,89329611.32372834,66655.0,6491.367174,47130355.12342842,0.0
2019-11-27 14:00:00,,7255.18,7350.0,7175.0,7305.58,7454.436174,1574870399999.0,54041824.57135233,46718.0,4050.182737,29380291.24912398,0.0
2019-11-27 16:00:00,,7304.22,7612.0,7210.09,7555.03,19183.105715,1574877599999.0,143194105.85681048,99787.0,9838.966988,73492297.48597254,0.0
2019-11-27 18:00:00,,7555.47,7654.33,7492.02,7563.81,8051.548988,1574884799999.0,60860967.82523968,50840.0,4221.08675,31917779.03514165,0.0
2019-11-27 20:00:00,,7563.85,7655.0,7475.0,7537.5,7267.729991,1574891999999.0,54924204.85173679,52444.0,3445.439977,26056679.99854785,0.0
2019-11-27 22:00:00,,7537.5,7594.86,7485.56,7508.52,2817.998721,1574899199999.0,21235828.53454585,26978.0,1457.96101,10988412.64880023,0.0
2019-11-28 00:00:00,,7507.9,7569.19,7489.0,7503.68,3531.113251,1574906399999.0,26584691.5255777,27393.0,1923.007689,14476353.04825038,0.0
2019-11-28 02:00:00,,7503.19,7528.99,7462.05,7489.17,2814.484008,1574913599999.0,21123196.60874792,23774.0,1336.159378,10028838.54663325,0.0
2019-11-28 04:00:00,,7489.07,7509.75,7414.02,7448.94,3567.583839,1574920799999.0,26625874.05725677,27542.0,1795.629207,13402643.81708196,0.0
2019-11-28 06:00:00,,7448.38,7544.65,7418.34,7494.57,5163.595446,1574927999999.0,38713185.50639643,30185.0,2888.10567,21656573.82683307,0.0
2019-11-28 08:00:00,,7495.99,7541.27,7453.24,7508.59,5010.049001,1574935199999.0,37531727.62825639,33602.0,2460.477041,18433602.72080863,0.0
2019-11-28 10:00:00,,7508.05,7509.34,7439.41,7479.54,4708.602097,1574942399999.0,35166244.46608191,30546.0,2327.944041,17387762.14583495,0.0
2019-11-28 12:00:00,,7479.08,7479.77,7418.0,7455.67,4119.058125,1574949599999.0,30679931.14945496,29488.0,1978.993124,14743653.16739925,0.0
2019-11-28 14:00:00,,7455.13,7640.49,7439.99,7609.28,8635.930386,1574956799999.0,65138929.87382472,49947.0,4253.243042,32070284.84232235,0.0
2019-11-28 16:00:00,,7613.67,7614.76,7526.02,7576.49,6005.200788,1574963999999.0,45492552.06963287,37816.0,3332.141263,25247246.70141429,0.0
2019-11-28 18:00:00,,7577.86,7643.0,7561.55,7608.44,4177.453243,1574971199999.0,31756892.55686924,29365.0,2403.726305,18276031.81261774,0.0
2019-11-28 20:00:00,,7608.01,7622.67,7529.06,7548.39,2649.042689,1574978399999.0,20052925.33020117,25647.0,1310.375542,9920399.23980355,0.0
2019-11-28 22:00:00,,7547.94,7561.01,7360.0,7419.49,6551.868236,1574985599999.0,48706564.17330065,43648.0,2866.90665,21311576.12268988,0.0
2019-11-29 00:00:00,,7418.52,7485.97,7362.3,7455.5,3764.173381,1574992799999.0,28036825.21585756,24919.0,2044.623713,15232870.56013632,0.0
2019-11-29 02:00:00,,7455.5,7517.54,7436.0,7488.05,2993.18675,1574999999999.0,22369851.01276261,23135.0,1512.339306,11299506.66634775,0.0
2019-11-29 04:00:00,,7485.11,7500.04,7440.0,7461.79,2227.061557,1575007199999.0,16631177.18305317,20962.0,947.340412,7073942.72258913,0.0
2019-11-29 06:00:00,,7461.79,7533.48,7446.53,7509.14,2834.012776,1575014399999.0,21191665.92226482,23683.0,1513.479643,11320718.16071057,0.0
2019-11-29 08:00:00,,7509.14,7589.0,7491.66,7565.28,5276.620913,1575021599999.0,39767651.92609324,36119.0,2575.784078,19415254.73481857,0.0
2019-11-29 10:00:00,,7565.28,7600.0,7495.0,7514.24,5628.860584,1575028799999.0,42507226.4746457,36873.0,2811.224871,21234457.58811354,0.0
2019-11-29 12:00:00,,7514.23,7777.72,7413.0,7743.03,14602.088785,1575035999999.0,111094499.65674081,79424.0,8419.023928,64110049.57359918,0.0
2019-11-29 14:00:00,,7743.05,7830.0,7705.1,7807.99,9700.345816,1575043199999.0,75238670.33125794,55908.0,5119.922587,39723890.23539691,0.0
2019-11-29 16:00:00,,7808.06,7850.0,7712.0,7747.93,6034.760536,1575050399999.0,46813060.44825291,39131.0,2827.210167,21939231.88972723,0.0
2019-11-29 18:00:00,,7747.73,7760.0,7675.0,7711.93,3247.630662,1575057599999.0,25099493.75695017,26331.0,1524.407518,11783431.76001877,0.0
2019-11-29 20:00:00,,7711.9,7767.95,7664.0,7689.96,2498.375537,1575064799999.0,19288413.59602897,24465.0,1301.999435,10054512.11702452,0.0
2019-11-29 22:00:00,,7689.91,7751.43,7685.67,7739.68,1938.183576,1575071999999.0,14968421.16124353,21979.0,979.530532,7563218.85933457,0.0
2019-11-30 00:00:00,,7740.99,7770.0,7724.64,7744.32,1922.968411,1575079199999.0,14902307.75657149,19676.0,1040.760263,8064576.39745254,0.0
2019-11-30 02:00:00,,7745.16,7745.86,7715.72,7740.22,2569.060649,1575086399999.0,19858485.75262928,20872.0,1439.14671,11123703.09904656,0.0
2019-11-30 04:00:00,,7740.24,7763.82,7714.74,7756.95,3095.254605,1575093599999.0,23942054.24689374,25261.0,1369.130016,10593461.16496276,0.0
2019-11-30 06:00:00,,7756.17,7760.43,7722.0,7748.92,2107.7835,1575100799999.0,16312570.67237223,18343.0,1271.753063,9842651.45827126,0.0
2019-11-30 08:00:00,,7748.92,7758.18,7680.0,7715.09,3976.650399,1575107999999.0,30724930.2308972,29571.0,1905.656371,14723265.39242715,0.0
2019-11-30 10:00:00,,7717.4,7810.0,7623.38,7656.21,8544.518911,1575115199999.0,65793634.05772362,50870.0,4273.024479,32912995.44980741,0.0
2019-11-30 12:00:00,,7656.23,7717.15,7621.0,7635.06,3756.389706,1575122399999.0,28822848.54229689,28445.0,1880.699271,14430831.40456342,0.0
2019-11-30 14:00:00,,7635.04,7653.96,7510.0,7539.4,7386.368019,1575129599999.0,55883351.17138669,49146.0,3677.146945,27820360.58694004,0.0
2019-11-30 16:00:00,,7539.33,7613.2,7441.0,7478.59,5412.278212,1575136799999.0,40748507.91536829,39213.0,2487.638236,18745472.66442649,0.0
2019-11-30 18:00:00,,7479.79,7529.48,7461.76,7506.4,3347.907209,1575143999999.0,25089617.24304683,25878.0,1778.920549,13332503.84032915,0.0
2019-11-30 20:00:00,,7506.4,7543.0,7472.74,7541.49,2331.308207,1575151199999.0,17514147.55816314,20464.0,1153.545739,8666270.87741585,0.0
2019-11-30 22:00:00,,7541.08,7561.95,7530.0,7541.89,2538.945791,1575158399999.0,19156571.21340601,18767.0,1466.188695,11062592.43226698,0.0
2019-12-01 00:00:00,,7540.63,7541.85,7366.32,7395.41,6990.74703,1575165599999.0,51951869.43374423,41004.0,3342.628229,24851240.48953639,0.0
2019-12-01 02:00:00,,7395.05,7437.3,7228.99,7289.06,11195.066079,1575172799999.0,81869456.59773263,62972.0,5173.670967,37852032.12206118,0.0
2019-12-01 04:00:00,,7287.0,7347.0,7245.0,7307.05,4534.142109,1575179999999.0,33090112.37165665,31573.0,2377.102034,17350224.43215415,0.0
2019-12-01 06:00:00,,7304.8,7344.34,7255.19,7277.44,2979.994901,1575187199999.0,21766718.1498077,25537.0,1544.32407,11281791.95410081,0.0
2019-12-01 08:00:00,,7277.45,7325.8,7210.0,7307.66,4136.897688,1575194399999.0,30125351.66924815,37868.0,2230.316685,16243623.26727769,0.0
2019-12-01 10:00:00,,7307.66,7390.0,7285.0,7313.8,5605.556157,1575201599999.0,41191350.10351138,35724.0,3027.530003,22247711.33003266,0.0
2019-12-01 12:00:00,,7314.98,7474.91,7313.15,7440.06,5186.55708,1575208799999.0,38390222.60779378,36597.0,2809.775847,20803979.27859581,0.0
2019-12-01 14:00:00,,7440.38,7477.29,7267.52,7306.22,6435.06324,1575215999999.0,47474616.11891088,40217.0,3245.468067,23948615.72500779,0.0
2019-12-01 16:00:00,,7306.21,7348.22,7275.24,7323.22,3634.011084,1575223199999.0,26581672.58777753,26704.0,1890.649763,13831994.99623595,0.0
2019-12-01 18:00:00,,7323.22,7362.48,7280.0,7358.39,2644.465123,1575230399999.0,19341556.52701913,24016.0,1468.191409,10740034.77234775,0.0
2019-12-01 20:00:00,,7355.83,7383.0,7306.18,7366.66,3734.176876,1575237599999.0,27447989.74047743,27025.0,2030.7788,14923789.41373928,0.0
2019-12-01 22:00:00,,7366.75,7436.81,7329.89,7390.89,3692.664946,1575244799999.0,27294001.2982909,31336.0,1979.567058,14634189.69369255,0.0
2019-12-02 00:00:00,,7391.5,7415.14,7347.21,7397.17,2758.552922,1575251999999.0,20352961.50082688,23022.0,1505.524434,11108006.90930432,0.0
2019-12-02 02:00:00,,7395.99,7420.56,7350.9,7358.84,2489.976657,1575259199999.0,18375784.4742942,20293.0,1354.895037,9998285.04572156,0.0
2019-12-02 04:00:00,,7359.36,7375.25,7251.9,7281.02,4252.153963,1575266399999.0,31101353.46002689,30417.0,2053.709453,15023957.01092239,0.0
2019-12-02 06:00:00,,7281.01,7282.22,7151.1,7252.96,6895.288142,1575273599999.0,49796968.85348143,43099.0,3086.270333,22293021.69722451,0.0
2019-12-02 08:00:00,,7252.96,7338.0,7181.01,7298.24,5494.746403,1575280799999.0,39875293.84364745,33768.0,3132.020726,22727712.67625451,0.0
2019-12-02 10:00:00,,7297.08,7369.0,7261.57,7297.91,4754.846246,1575287999999.0,34759975.38152963,30885.0,2513.687615,18379131.16218862,0.0
2019-12-02 12:00:00,,7297.91,7330.0,7236.56,7307.13,3666.991025,1575295199999.0,26734655.73232461,26177.0,2010.51424,14660595.32691975,0.0
2019-12-02 14:00:00,,7307.46,7358.0,7246.31,7308.76,6419.920101,1575302399999.0,46883550.7004573,35346.0,3407.939615,24896258.84975772,0.0
2019-12-02 16:00:00,,7309.32,7330.03,7257.22,7285.99,3385.303799,1575309599999.0,24654396.68511253,25380.0,1609.398361,11725044.31489581,0.0
2019-12-02 18:00:00,,7285.99,7288.18,7260.35,7273.98,1645.183029,1575316799999.0,11964764.74306954,17914.0,818.426023,5953150.17458396,0.0
2019-12-02 20:00:00,,7273.29,7318.0,7273.29,7303.3,2291.562497,1575323999999.0,16732446.5640849,19761.0,1280.081287,9347219.2925127,0.0
2019-12-02 22:00:00,,7304.92,7350.0,7294.03,7294.28,2275.731256,1575331199999.0,16657143.57132563,20819.0,1271.149269,9305463.50748486,0.0
2019-12-03 00:00:00,,7294.42,7400.0,7292.0,7344.21,4137.17387,1575338399999.0,30449490.92448974,30751.0,2192.363413,16135519.25003613,0.0
2019-12-03 02:00:00,,7344.33,7358.5,7315.37,7349.18,2129.452283,1575345599999.0,15631297.30749604,18957.0,1059.966179,7780514.8404968,0.0
2019-12-03 04:00:00,,7349.5,7357.75,7262.02,7276.57,3223.203835,1575352799999.0,23530203.97456907,25160.0,1698.486175,12399561.41058491,0.0
2019-12-03 06:00:00,,7276.6,7311.02,7272.29,7293.83,2128.42388,1575359999999.0,15525333.88859263,19317.0,1049.245062,7652575.26083938,0.0
2019-12-03 08:00:00,,7293.15,7323.98,7258.5,7262.24,2830.077755,1575367199999.0,20639562.89264215,22852.0,1210.785703,8833123.71131603,0.0
2019-12-03 10:00:00,,7262.27,7299.0,7241.35,7266.7,3849.555625,1575374399999.0,27957790.07903831,25012.0,1580.652538,11485366.63778585,0.0
2019-12-03 12:00:00,,7263.97,7300.1,7262.81,7289.16,2586.496042,1575381599999.0,18840583.76640504,20556.0,1471.64984,10720328.38623156,0.0
2019-12-03 14:00:00,,7289.18,7356.13,7278.52,7335.43,4284.686494,1575388799999.0,31386466.39712197,30857.0,2310.262862,16924612.48538544,0.0
2019-12-03 16:00:00,,7335.36,7339.66,7301.64,7327.4,2067.073965,1575395999999.0,15138325.37633982,18696.0,1065.723064,7804662.98699673,0.0
2019-12-03 18:00:00,,7327.16,7356.87,7307.76,7320.98,2617.997899,1575403199999.0,19215534.17000646,19845.0,1321.464947,9697842.58715936,0.0
2019-12-03 20:00:00,,7320.99,7331.99,7283.02,7321.93,2072.173511,1575410399999.0,15129614.81655726,18909.0,1045.644993,7635158.42978883,0.0
2019-12-03 22:00:00,,7321.89,7341.0,7284.0,7292.71,1223.162328,1575417599999.0,8935057.51108905,14479.0,633.050061,4624605.30667102,0.0
2019-12-04 00:00:00,,7292.71,7294.03,7102.0,7156.69,9763.510797,1575424799999.0,70142693.53766933,56499.0,4541.705746,32616142.03577802,0.0
2019-12-04 02:00:00,,7156.55,7169.8,7125.94,7150.49,5131.994953,1575431999999.0,36695345.9267462,32236.0,2889.555652,20660589.81351959,0.0
2019-12-04 04:00:00,,7150.91,7166.21,7113.58,7127.8,2698.903117,1575439199999.0,19274476.44886557,21931.0,1406.004038,10042028.12231599,0.0
2019-12-04 06:00:00,,7126.7,7161.55,7111.11,7130.6,2640.290255,1575446399999.0,18845975.54432949,22160.0,1343.921264,9592973.04386302,0.0
2019-12-04 08:00:00,,7130.64,7210.09,7067.0,7192.01,6385.9402,1575453599999.0,45728776.35395698,39963.0,3047.355464,21817856.14312446,0.0
2019-12-04 10:00:00,,7192.01,7233.77,7179.0,7200.34,3609.409334,1575460799999.0,26006211.36199855,27185.0,1948.509482,14040177.85970284,0.0
2019-12-04 12:00:00,,7200.62,7750.0,7197.71,7497.83,18588.491879,1575467999999.0,138981815.53679407,98599.0,10375.854236,77564553.27245302,0.0
2019-12-04 14:00:00,,7496.46,7535.0,7403.18,7466.66,11425.241491,1575475199999.0,85432452.75107929,59777.0,5407.525085,40441761.76907452,0.0
2019-12-04 16:00:00,,7466.78,7499.63,7438.0,7468.83,4097.660369,1575482399999.0,30602266.61522675,30524.0,2186.753623,16331091.68098291,0.0
2019-12-04 18:00:00,,7469.41,7491.52,7455.12,7479.55,2784.700202,1575489599999.0,20813424.1580948,25467.0,1446.911564,10814429.61339674,0.0
2019-12-04 20:00:00,,7479.52,7480.22,7100.0,7181.12,12821.323139,1575496799999.0,93026823.52565423,75562.0,5701.338995,41364469.22007093,0.0
2019-12-04 22:00:00,,7181.91,7258.02,7153.07,7194.32,3206.23585,1575503999999.0,23120348.21429161,26347.0,1575.20532,11360855.44104709,0.0
2019-12-05 00:00:00,,7194.59,7243.57,7162.0,7219.62,3432.291339,1575511199999.0,24751193.00592214,25711.0,1694.605157,12218601.69979872,0.0
2019-12-05 02:00:00,,7219.61,7236.35,7178.48,7223.6,3310.432636,1575518399999.0,23873021.07308563,30448.0,1608.302673,11596988.36268411,0.0
2019-12-05 04:00:00,,7223.58,7376.72,7150.0,7321.62,9564.018458,1575525599999.0,69461297.57051896,55961.0,5027.427492,36524023.71985267,0.0
2019-12-05 06:00:00,,7320.97,7341.0,7259.9,7306.73,4328.828288,1575532799999.0,31606252.36363795,29959.0,2221.585788,16221057.14212768,0.0
2019-12-05 08:00:00,,7306.96,7433.0,7287.96,7308.18,5403.030743,1575539999999.0,39638716.58398699,39074.0,2804.377552,20576001.1357878,0.0
2019-12-05 10:00:00,,7308.18,7407.51,7308.18,7370.45,5386.138627,1575547199999.0,39648851.18968041,36564.0,2944.21987,21669882.84031423,0.0
2019-12-05 12:00:00,,7369.36,7485.0,7361.14,7378.73,8226.882911,1575554399999.0,61054328.14396594,53689.0,4111.116656,30516500.41884657,0.0
2019-12-05 14:00:00,,7378.71,7416.3,7315.0,7336.99,5267.90705,1575561599999.0,38806599.06965691,36854.0,2619.223069,19299338.08361409,0.0
2019-12-05 16:00:00,,7335.91,7354.79,7265.0,7342.55,4595.682116,1575568799999.0,33608399.29076489,35044.0,2345.296867,17151032.88660971,0.0
2019-12-05 18:00:00,,7342.55,7405.0,7327.59,7374.81,3621.441724,1575575999999.0,26692863.34238679,31140.0,1920.027909,14154732.97500425,0.0
2019-12-05 20:00:00,,7374.38,7424.29,7334.4,7375.12,2996.928812,1575583199999.0,22113189.8062475,27343.0,1746.78422,12889589.11057559,0.0
2019-12-05 22:00:00,,7375.12,7447.4,7363.92,7389.0,3173.096151,1575590399999.0,23484153.34415831,28572.0,1751.906756,12968181.0767488,0.0
2019-12-06 00:00:00,,7389.0,7433.99,7313.91,7399.04,3457.680484,1575597599999.0,25476591.52507927,26477.0,1723.952109,12703283.98701126,0.0
2019-12-06 02:00:00,,7398.12,7433.81,7358.01,7371.9,3051.884849,1575604799999.0,22561251.73863901,24000.0,1584.469861,11711460.65630351,0.0
2019-12-06 04:00:00,,7371.9,7410.0,7347.0,7395.27,3821.731828,1575611999999.0,28228946.90802606,22236.0,2337.151867,17262790.41603187,0.0
2019-12-06 06:00:00,,7394.64,7395.73,7332.0,7367.54,2876.516825,1575619199999.0,21192996.09656743,25163.0,1486.219389,10951039.76344869,0.0
2019-12-06 08:00:00,,7367.0,7443.15,7315.0,7387.41,5343.996223,1575626399999.0,39344073.67423371,37481.0,2831.078155,20844864.14133115,0.0
2019-12-06 10:00:00,,7387.43,7396.29,7305.0,7338.66,3941.427054,1575633599999.0,28962959.22235689,31402.0,2028.604702,14911281.00447276,0.0
2019-12-06 12:00:00,,7338.68,7388.09,7337.56,7352.26,2628.539933,1575640799999.0,19358632.42225624,26433.0,1358.603229,10007061.86410318,0.0
2019-12-06 14:00:00,,7352.18,7429.4,7348.89,7375.1,4717.604538,1575647999999.0,34844404.98715549,36874.0,2406.523876,17774938.99754663,0.0
2019-12-06 16:00:00,,7375.11,7590.03,7372.92,7477.0,6825.043378,1575655199999.0,50912949.19220523,44609.0,3856.367341,28779801.94177634,0.0
2019-12-06 18:00:00,,7475.97,7513.44,7391.03,7433.09,5777.998723,1575662399999.0,42999081.33554376,41494.0,3147.461645,23428387.01507896,0.0
2019-12-06 20:00:00,,7433.09,7481.6,7421.08,7456.82,1931.643372,1575669599999.0,14381737.43942178,19117.0,1004.438305,7478279.73851484,0.0
2019-12-06 22:00:00,,7456.78,7550.0,7456.57,7527.47,3815.020737,1575676799999.0,28642294.47407506,32568.0,2136.143855,16041361.85157545,0.0
2019-12-07 00:00:00,,7527.8,7554.63,7500.0,7510.33,3820.731037,1575683999999.0,28749790.18954841,25542.0,1668.974923,12557645.72789186,0.0
2019-12-07 02:00:00,,7510.17,7566.32,7508.81,7529.74,2267.251778,1575691199999.0,17085286.20525807,22202.0,1171.428444,8828490.21746098,0.0
2019-12-07 04:00:00,,7528.62,7619.62,7527.07,7559.01,4965.859396,1575698399999.0,37553764.24851983,31018.0,2470.589267,18683291.29737428,0.0
2019-12-07 06:00:00,,7559.06,7559.69,7508.88,7521.48,2407.469096,1575705599999.0,18125453.00631771,21277.0,1248.43155,9399211.31055192,0.0
2019-12-07 08:00:00,,7521.36,7549.71,7475.02,7494.67,3793.497735,1575712799999.0,28470382.41088363,25652.0,2136.649649,16036010.02365262,0.0
2019-12-07 10:00:00,,7494.11,7539.9,7470.16,7524.98,2804.030502,1575719999999.0,21050445.61442474,24112.0,1485.470976,11151713.40537952,0.0
2019-12-07 12:00:00,,7523.68,7551.8,7498.03,7517.14,2639.540183,1575727199999.0,19871238.01771091,22344.0,1316.747222,9913413.84420282,0.0
2019-12-07 14:00:00,,7517.14,7549.91,7502.22,7510.07,2638.610998,1575734399999.0,19848320.6262066,22776.0,1449.54178,10904431.87661517,0.0
2019-12-07 16:00:00,,7510.0,7530.0,7496.0,7508.78,1716.676195,1575741599999.0,12896945.83558513,17713.0,873.082802,6560169.32437843,0.0
2019-12-07 18:00:00,,7508.42,7527.89,7476.0,7520.0,1803.010404,1575748799999.0,13530440.22735422,18985.0,982.976312,7378429.88585808,0.0
2019-12-07 20:00:00,,7520.0,7520.46,7472.01,7484.29,1222.301932,1575755999999.0,9165631.28217908,14719.0,636.824573,4775855.52877018,0.0
2019-12-07 22:00:00,,7483.45,7522.99,7480.0,7488.21,1419.704917,1575763199999.0,10653227.19131629,17252.0,738.467424,5541743.33317178,0.0
2019-12-08 00:00:00,,7487.31,7499.75,7412.19,7435.0,4559.432639,1575770399999.0,33966027.15294099,31806.0,2280.495676,16987406.84346122,0.0
2019-12-08 02:00:00,,7434.98,7435.0,7374.86,7403.91,2980.88387,1575777599999.0,22058139.88874696,20887.0,1514.008928,11205371.74929213,0.0
2019-12-08 04:00:00,,7404.99,7434.9,7382.33,7421.96,1557.318327,1575784799999.0,11539812.47059622,16029.0,826.629526,6125042.25824558,0.0
2019-12-08 06:00:00,,7422.26,7453.99,7418.51,7434.63,1964.612933,1575791999999.0,14611945.9026195,16452.0,885.36072,6585374.79572573,0.0
2019-12-08 08:00:00,,7434.63,7497.88,7411.91,7486.21,2930.476881,1575799199999.0,21846864.04457747,22402.0,1593.827691,11880954.75649747,0.0
2019-12-08 10:00:00,,7486.15,7542.16,7466.29,7520.03,2959.324917,1575806399999.0,22206210.63003181,26486.0,1575.599655,11823915.03516295,0.0
2019-12-08 12:00:00,,7520.03,7531.25,7488.2,7513.67,2158.250275,1575813599999.0,16209360.31250928,23794.0,1138.247543,8549759.75427104,0.0
2019-12-08 14:00:00,,7513.57,7564.0,7503.15,7546.0,3192.360335,1575820799999.0,24040314.97408523,24958.0,1793.111033,13503877.43379122,0.0
2019-12-08 16:00:00,,7546.0,7552.77,7502.6,7525.71,2105.709758,1575827999999.0,15831842.70724686,19590.0,1036.956211,7796406.58140801,0.0
2019-12-08 18:00:00,,7526.21,7547.54,7503.0,7515.99,2608.034453,1575835199999.0,19629907.76865655,21191.0,1189.915992,8954851.14485923,0.0
2019-12-08 20:00:00,,7516.31,7542.0,7505.0,7528.43,1440.898765,1575842399999.0,10842235.45252704,17784.0,704.124744,5298038.87099464,0.0
2019-12-08 22:00:00,,7527.11,7552.0,7505.81,7510.11,1399.594478,1575849599999.0,10531664.31392677,16135.0,757.368531,5699839.96522736,0.0
2019-12-09 00:00:00,,7510.11,7541.9,7465.0,7481.44,2965.538413,1575856799999.0,22248687.06225491,22244.0,1466.633824,11006286.7900901,0.0
2019-12-09 02:00:00,,7479.46,7521.83,7451.0,7510.32,2909.350196,1575863999999.0,21780635.98958799,20202.0,1724.127551,12908793.62431615,0.0
2019-12-09 04:00:00,,7510.93,7531.87,7476.25,7483.61,2217.005036,1575871199999.0,16640432.60395356,19533.0,1038.133199,7792117.98525663,0.0
2019-12-09 06:00:00,,7482.56,7530.0,7458.0,7470.67,2960.407477,1575878399999.0,22157438.09303319,21964.0,1592.604295,11922351.56422683,0.0
2019-12-09 08:00:00,,7468.36,7474.13,7440.04,7456.74,2258.22088,1575885599999.0,16848455.12255921,19754.0,1118.310063,8344055.13360772,0.0
2019-12-09 10:00:00,,7456.74,7496.0,7446.17,7471.25,2750.359784,1575892799999.0,20561601.80587867,21024.0,1403.151198,10491454.23218121,0.0
2019-12-09 12:00:00,,7471.24,7522.0,7452.07,7496.87,3565.656243,1575899999999.0,26728093.11400606,27310.0,1808.810402,13558613.32362075,0.0
2019-12-09 14:00:00,,7495.76,7650.0,7390.0,7424.0,10594.313957,1575907199999.0,79570940.11084405,67445.0,5336.135078,40117560.4285603,0.0
2019-12-09 16:00:00,,7423.91,7450.0,7400.0,7438.09,4476.783608,1575914399999.0,33249958.40416498,40002.0,2274.882024,16896338.95462177,0.0
2019-12-09 18:00:00,,7438.09,7450.54,7350.0,7374.3,3658.635612,1575921599999.0,27096378.36710785,32377.0,1658.75756,12291397.97858227,0.0
2019-12-09 20:00:00,,7374.25,7382.49,7273.0,7354.93,6212.834678,1575928799999.0,45527396.45280785,44894.0,3230.614573,23676619.03079793,0.0
2019-12-09 22:00:00,,7352.61,7359.72,7307.24,7338.64,2052.781609,1575935999999.0,15061138.35648498,22899.0,1080.96655,7930819.72437479,0.0
2019-12-10 00:00:00,,7338.64,7407.6,7310.01,7371.68,6654.203228,1575943199999.0,48918070.07090897,67572.0,3500.652707,25737320.34386385,0.0
2019-12-10 02:00:00,,7372.86,7388.86,7359.07,7382.63,3052.138035,1575950399999.0,22513582.22991214,38130.0,1509.157235,11132364.13496674,0.0
2019-12-10 04:00:00,,7383.74,7399.08,7344.0,7357.83,3570.238566,1575957599999.0,26328083.73724893,39204.0,1647.393644,12147044.27858883,0.0
2019-12-10 06:00:00,,7357.32,7373.21,7333.98,7351.61,3588.95819,1575964799999.0,26400078.16531354,30312.0,2004.586106,14745696.29952883,0.0
2019-12-10 08:00:00,,7351.17,7353.95,7288.0,7315.14,5878.630764,1575971999999.0,43018870.06470143,39540.0,2795.86039,20462035.93773055,0.0
